adult,belongs_to_collection,budget,genres,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",29621,tt0117688,en,Solo,"An android fighting-machine (Mario Van Peebles) is charged with destroying a small brigade of rebels in a Latin American war who are fighting to maintain their freedom and protect their village. Contrary to his programming, Peebles decides to stay and assist the rebels in their plight. Having gained this information, his ""creators"" develop a more powerful android to try and defeat him.",1.899069,/qYKL8PCgQhZaGbyNJ7nWH0Tloy4.jpg,"[{'name': 'Van Peebles Films', 'id': 8331}, {'name': 'Triumph Films', 'id': 23098}, {'name': 'Orpheus Films', 'id': 38955}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}]",23-10-1996,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Part man. Part machine. Total weapon.,Solo,FALSE,3.9,18
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",117730,tt0109751,he,Etz Hadomim Tafus,,0.71066,/1zhHLVPlDK4c6sW3df65rB5Dite.jpg,[],[],01-01-1994,0,0,"[{'iso_639_1': 'he', 'name': '×¢Ö´×‘Ö°×¨Ö´×™×ª'}]",Released,,Under The Domim Tree,FALSE,6.5,2
FALSE,"{'id': 143766, 'name': 'The Substitute Collection', 'poster_path': '/hImw5aICI3kqEFARKVBzHkehVWb.jpg', 'backdrop_path': None}",0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",20762,tt0117774,en,The Substitute,"After he did some jobs for CIA, ex-marine John Shale is visiting his high school love Jane. She's now a teacher in Columbus High School in Miami. Soon after his arriving Jane has her knee cap broken while jogging. After that, John decides to go undercover as her substitute in high school. Very soon he finds out that gang named Kings of Destruction is terrorizing the school.",10.68537,/jlhe2SKWqW3F7BEQl3sOkgXLtkW.jpg,"[{'name': 'Live Entertainment', 'id': 285}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",19-04-1996,0,114,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,The Substitute,FALSE,5.8,60
FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",37144,tt0114736,en,True Crime,"Mary Giordano is a bright, intelligent student who goes to a catholic school. She also has a addiction to mystery novels and detective magazines (hence the title of the movie), which inspire her to do her own detective work. When she starts snooping around on the case of a murderer of teenage girls, it gets her in hot water with her mentor Detective Jerry Gunn. But it also starts a team up with police cadet Tony Campbell. The two work together to find the murderer. But the closer Mary gets to solving the murder, the more danger she puts herself in of being the next victim.",1.217249,/5lxz78SFABXeT89Wcr7MHJXBDB5.jpg,[],[],12-03-1996,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Trust no one.,True Crime,FALSE,5.1,7
FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",48260,tt0112604,en,Butterfly Kiss,"Eunice is walking along the highways of northern England from one filling station to another. She is searching for Judith, the woman, she says to be in love with. It's bad luck for the women at the cash desk not to be Judith, because Eunice is eccentric, angry and extreme dangerous. One day she meets Miriam, hard of hearing and a little ingenuous, who feels sympathy for Eunice and takes her home. Miriam is very impressed by Eunice's fierceness and willfulness and follows her on the search for Judith. Shocked by Eunice's cruelty she tries to make her a better person, but she looses ground herself.",0.877853,/tIN2dXB01aKycVqhcQ2PKTuQIhV.jpg,"[{'name': 'Dan Films', 'id': 1854}, {'name': 'Merseyside Film Production Fund', 'id': 8095}, {'name': 'British Screen Productions', 'id': 12745}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",18-08-1995,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]",Rumored,,Butterfly Kiss,FALSE,7.4,5
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",12656,tt0116289,en,Feeling Minnesota,"Sam Clayton's (Vincent D'Onofrio) marriage to ex-stripper Freddie (Cameron Diaz) comes about when she's strong-armed into the match by Red (Delroy Lindo), a club proprietor who once did her a favor. But Freddie falls in love with Jiaks (Keanu Reeves), Sam's brother, and the pair tries to escape the situation together. It isn't long before both Sam and Red catch up with them, resulting in threats against the two of them -- although tension also starts to build between Sam and Red.",10.298582,/t7s9kxuSXnf3GwpK2dMzwv4Xcnn.jpg,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'Jersey Films', 'id': 216}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",13-09-1996,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Just when she met the man of her dreams, along came her husband to ruin everything.",Feeling Minnesota,FALSE,5.5,29
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",38867,tt0109593,en,Delta of Venus,"A struggling American writer and a fellow American expatriate begin a sordid affair among the chaos and discord of 1940 Paris, France on the brink of World War II.",1.099187,/tV3GHas7BjqjNB6ta4SvL4TS6fv.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Alliance Communications Corporation', 'id': 2480}, {'name': 'Evzen Kolar Productions', 'id': 26109}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",09-06-1995,62949,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"In 1939, Elena went to Paris searching for her voice as a writer. What she found was her voice as a woman.",Delta of Venus,FALSE,3.3,5
FALSE,,0,[],277270,tt0103095,en,To Cross the Rubicon,"Kendall (Patricia Royce) just got dumped by her boyfriend, David (J.D. Souther). But it's nothing that a much younger rock musician -- and the advice of her best friend (and David's ex-), Claire (Lorraine Devon) -- couldn't fix. Only problem is, Claire and David have rekindled their lost romance. Now, Claire and Kendall's friendship is put to the ultimate test as they try to help each other decipher men and love in this romantic comedy.",0.006854,/uGx3syrvYg8u6xsl7DksUCe5Tqa.jpg,[],[],01-01-1991,0,0,[],Released,,To Cross the Rubicon,FALSE,0,0
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",25969,tt0112368,en,Angus,"Angus is a large, pathetic 14 year old whose thoughts are most often filled with the image of one Melissa Lefevre. Angus is shy and thinks that he has no chance of ever 'getting' her. Being especially uncool, he is incredibly surprised (along with the rest of the school) that he is chosen to dance with her at the Winter Ball. The only one not surprised is the cool-kid who set him up to fail, but Angus' best friend is going to help him win the heart of Melissa by developing a new look for him",2.25008,/71HAhRaGJmFQGwuvx6FOr8YO9NH.jpg,"[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",15-09-1995,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,For everyone on the outside looking in... your moment has arrived!,Angus,FALSE,6.8,24
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",44103,tt0104046,nl,Daens,"In the 1890s, Father Adolf Daens goes to Aalst, a textile town where child labor is rife, pay and working conditions are horrible, the poor have no vote, and the Catholic church backs the petite bourgeoisie in oppressing workers. He writes a few columns for the Catholic paper, and soon workers are listening and the powerful are in an uproar. He's expelled from the Catholic party, so he starts the Christian Democrats and is elected to Parliament. After Rome disciplines him, he must choose between two callings, as priest and as champion of workers. In subplots, a courageous young woman falls in love with a socialist and survives a shop foreman's rape; children die; prelates play billiards.",0.755047,/4fS6fxlj8drUKI17eBsDIm9mfF8.jpg,"[{'name': 'Favorite Films', 'id': 4655}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}]",01-09-1992,0,138,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}, {'iso_639_1': 'fr', 'name': 'FranÃ§ais'}, {'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'es', 'name': 'EspaÃ±ol'}]",Released,,Priest Daens,FALSE,6.7,15
FALSE,,275000,"[{'id': 18, 'name': 'Drama'}]",753,tt0062952,en,Faces,"An old married man leaves his wife for a younger woman. Shortly after, his ex-wife also begins a relationship with a younger partner.",7.918418,/ufORkC9NfixbUxqQXI2VcNVKRZi.jpg,"[{'name': 'Maurice McEndree Productions', 'id': 452}, {'name': 'Walter Reade Organization Inc.', 'id': 453}, {'name': 'Faces International Films', 'id': 454}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",24-11-1968,0,130,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Faces,FALSE,7.1,36
FALSE,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",43634,tt0115742,en,Boys,"Fed up with boarding school and frustrated with the way others have planned his life, John Baker Jr. wants a change -- anything to shake up his staid routine. The moment arrives when he stumbles upon a woman, Patty Vare, unconscious in a field. Deciding to risk it, John takes her to his dorm to look after her, much to the disapproval of his friends. John's decision proves fateful as he and Patty grow close to one another. However, she may be keeping secrets from him.",1.579153,/6VvXOemt5jSrwnH1aUmgKR5q7Rn.jpg,"[{'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Interscope Communications', 'id': 10201}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10-05-1996,0,86,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'EspaÃ±ol'}]",Released,No one stays innocent forever.,Boys,FALSE,5.3,11
FALSE,,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",9103,tt0117420,en,The Quest,"Ghang-gheng, the ancient winner-take-all competition in which the deadliest fighters from around the world employ the most spectacular feats of martial arts skills ever displayed in order to win the prized Golden Dragon. But fighting prowess alone will not be enough for Chris to triumph over such daunting foes.",7.941972,/z05SPecyjaryEedxX9noKQdqIFH.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Signature Pictures', 'id': 2982}, {'name': 'MDP Worldwide', 'id': 10828}, {'name': 'Selima Films AVV', 'id': 38114}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",19-04-1996,57400547,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Go the distance,The Quest,FALSE,5.3,126
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",90214,tt0115951,en,Cosi,Lewis a young director get his first job directing a play at a mental hospital with the patients as the cast.  The play that is decided on is Cosi fan tutte an opera by Mozart.,0.947007,/uQWBJJZGXnaHJ0wLZwGnXlt1rAJ.jpg,[],"[{'iso_3166_1': 'AU', 'name': 'Australia'}]",04-03-1996,0,102,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Cosi,FALSE,7.1,9
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",29649,tt0117784,en,Sunset Park,"A white school teacher takes over a talented, but undisciplined black high school basketball team and turns them into a winning team.",1.231692,/1vJ3QnfuVeqtHSglG3oUT6t86T3.jpg,"[{'name': 'Jersey Films', 'id': 216}, {'name': 'TriStar Pictures', 'id': 559}]",[],26-04-1996,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You gotta represent.,Sunset Park,FALSE,5.1,7
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",10990,tt0117107,en,Mulholland Falls,"In 1950s Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.",5.79463,/hZRbWIPqVlp1fslaAmC2WOWNjBU.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",26-04-1996,0,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"This isn't America, this is Los Angeles.",Mulholland Falls,FALSE,6.2,73
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",8866,tt0117979,en,The Truth About Cats & Dogs,A successful veterinarian and radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.,5.121203,/zN4ffEQguITyRULhgxddNE6m8zd.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Noon Attack Pictures', 'id': 55140}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",26-04-1996,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Brian's about to discover the woman he loves isn't the woman he loves.,The Truth About Cats & Dogs,FALSE,5.7,86
FALSE,,31000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",12233,tt0095776,en,Oliver & Company,"This animated take on Oliver Twist re-imagines Oliver as an adorable orphaned kitten who struggles to survive in New York City and falls in with a band of canine criminals led by an evil human. First, Oliver meets Dodger, a carefree mutt with street savoir faire. But when Oliver meets wealthy Jenny on one of the gang's thieving missions, his life changes forever.",10.813579,/m54pXsIUy3IJoaGhk3RwKsZQPG8.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Silver Screen Partners III', 'id': 554}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",18-11-1988,74151346,74,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The first Disney movie with attitude.,Oliver & Company,FALSE,6.5,372
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",23449,tt0115851,en,Celtic Pride,"The National Basketball Association play-offs are taking place, and the Boston Celtics are facing the Utah Jazz in a crucial series. This is also the last year that any games will be played in the Boston Garden, which is going to be torn down after the end of the season. Mike and Jimmy, two die-hard sports fans who will risk anything for the Celtics to win, are really getting into the games...",1.940747,/l0RS3MQgW1nBJBAX3kl910c0AGo.jpg,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Hollywood Pictures', 'id': 915}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",19-04-1996,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"If you can't beat 'em, steal him.",Celtic Pride,FALSE,4.9,35
FALSE,,25530000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",36355,tt0116322,en,Flipper,"Sandy Ricks is sent by his mom to Coral Key, a rustic island in the Florida keys, to spend the summer with his uncle Porter Ricks. Sandy dislikes everything about his new environment until a new friend comes into his life, a dolphin named Flipper, that brings uncle and nephew together and leads Sandy on the summer adventure of a lifetime.",4.557006,/eq1JsckI4W8m0ozFglRLPkoopkZ.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'The Bubble Factory', 'id': 27128}, {'name': 'American Films', 'id': 38181}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",17-05-1996,20080020,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This summer it's finally safe to go back in the water.,Flipper,FALSE,5.3,85
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",37667,tt0109374,en,Captives,"A beautiful young dentist working in a tough British prison starts to become attracted to a violent inmate after the break-up of her marriage, and embarks upon an illicit affair with him, with terrible consequences for all.",1.926109,/hvwRp3e9hg4UkjlN2k9uhU041vl.jpg,"[{'name': 'Distant Horizons', 'id': 1066}, {'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}, {'name': 'Miramax', 'id': 53009}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",03-05-1994,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,How far will you go for love?,Captives,FALSE,6,10
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",90148,tt0110712,en,Of Love and Shadows,"Irene is a magazine editor living under the shadow of the Pinochet dictatorship in Chile. Francisco is a handsome photographer and he comes to Irene for a job. As a sympathizer with the underground resistance movement, Francisco opens her eyes and her heart to the atrocities being committed by the state.",0.709209,/uM64Zehu9W5Ix237Hz3WEl9a6i5.jpg,"[{'name': 'Miramax Films', 'id': 14}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",10-05-1994,0,103,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'EspaÃ±ol'}]",Released,"Surrounded by danger, they'll risk everything for freedom!",Of Love and Shadows,FALSE,4.4,11
FALSE,,9000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 37, 'name': 'Western'}]",922,tt0112817,en,Dead Man,"On the run after murdering a man, accountant William Blake encounters a strange North American man named Nobody who prepares him for his journey into the spiritual world.",6.505272,/vGobIvxSiFvAmwqH8BlC3SpET0C.jpg,"[{'name': 'JVC Entertainment', 'id': 182}, {'name': 'Pandora Filmproduktion', 'id': 254}, {'name': 'Newmarket Capital Group', 'id': 506}, {'name': '12 Gauge Productions', 'id': 663}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",23-12-1995,0,121,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'EspaÃ±ol'}]",Released,No one can survive becoming a legend.,Dead Man,FALSE,7.2,397
FALSE,,35000000,"[{'id': 10752, 'name': 'War'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11876,tt0113362,en,Le Hussard sur le toit,"In a time of war and disease, a young officer gallantly tries to help a young woman find her husband.",1.690768,/uT9rty5z1lyI7C0ScwS7XPX0pZX.jpg,"[{'name': 'France 2 CinÃ©ma', 'id': 83}, {'name': 'Hachette PremiÃ¨re', 'id': 582}, {'name': 'Canal+', 'id': 5358}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",20-09-1995,15000000,135,"[{'iso_639_1': 'fr', 'name': 'FranÃ§ais'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,The Horseman on the Roof,FALSE,6.7,25
